City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,manhuacu,-20.2581,-42.0336,294.91,90,100,0.85,BR,1706661327
297,gaspe,48.8334,-64.4819,264.1,84,0,1.54,CA,1706661405
298,aden,12.7794,45.0367,298.15,79,100,3.25,YE,1706661500
299,newnham,-41.3833,147.1333,294.44,49,28,2.57,AU,1706661500
300,birni n konni,13.7956,5.2553,293.56,18,4,6.56,NE,1706661500
301,alice springs,-23.7,133.8833,307.9,12,84,9.26,AU,1706661500
302,coquimbo,-29.9533,-71.3436,291.0,88,40,3.6,CL,1706661501
303,palmer,42.1584,-72.3287,271.93,76,100,0.89,US,1706661501
304,qamdo,31.1667,97.2333,261.77,53,77,2.69,CN,1706661501
305,west island,-12.1568,96.8225,300.14,78,40,2.57,CC,1706661501
306,ponot,8.452,123.0222,299.25,89,100,6.16,PH,1706661501
307,ndele,8.4109,20.6473,295.83,23,100,2.57,CF,1706661501
308,kapa'a,22.0752,-159.319,299.53,74,75,3.09,US,1706661501
309,kargasok,59.0556,80.8572,259.24,94,100,4.92,RU,1706661502
310,punta arenas,-53.15,-70.9167,285.21,62,20,12.35,CL,1706661502
311,mont-dore,-22.2833,166.5833,306.14,65,69,5.19,NC,1706661502
312,sorong,-0.8833,131.25,301.32,77,17,0.8,ID,1706661502
313,cuamba,-14.8031,36.5372,292.15,84,6,0.51,MZ,1706661502
314,mili,6.0815,171.735,300.19,83,100,4.99,MH,1706661502
315,zyryanskoye,56.8306,86.6258,247.41,100,95,1.94,RU,1706661503
316,terrace,54.5163,-128.6035,281.1,93,75,2.06,CA,1706661377
317,bayanhongor,46.7167,100.1167,247.36,78,21,1.65,MN,1706661503
318,sahar,24.3643,56.7468,295.99,54,100,1.0,OM,1706661503
319,weligama,5.9667,80.4167,297.18,90,27,1.53,LK,1706661503
320,madera,37.1666,-119.8343,295.2,59,18,1.7,US,1706661503
321,tocopilla,-22.092,-70.1979,296.74,70,12,5.08,CL,1706661503
322,charters towers,-20.1,146.2667,307.11,47,78,2.41,AU,1706661503
323,bodaybo,57.8506,114.1933,231.55,100,81,0.69,RU,1706661504
324,sao miguel,-5.4667,-35.3667,300.58,73,0,5.45,BR,1706661504
325,nema,57.5067,50.5011,268.62,91,75,4.87,RU,1706661504
326,ierapetra,35.01,25.7353,281.01,79,98,1.34,GR,1706661504
327,kristiansund,63.1115,7.732,279.51,42,100,6.69,NO,1706661504
328,port hedland,-20.3167,118.5667,303.18,74,8,3.6,AU,1706661504
329,starominskaya,46.53,39.0497,271.42,88,31,2.07,RU,1706661505
330,labuan bajo,-8.4964,119.8877,301.77,71,100,3.18,ID,1706661505
331,weno,7.4515,151.8468,302.12,70,100,5.14,FM,1706661505
332,la mira,18.035,-102.3266,298.13,75,100,0.92,MX,1706661505
333,lihue,21.9789,-159.3672,299.12,82,75,3.09,US,1706661505
334,bayganin,48.6947,55.8742,267.47,95,100,6.36,KZ,1706661505
335,mukharram al fawqani,34.8151,37.0861,278.47,89,94,1.46,SY,1706661505
336,alupka,44.4167,34.05,275.65,64,14,3.21,UA,1706661505
337,saynshand,44.8824,110.1163,244.54,95,10,1.87,MN,1706661506
338,ixtapa,20.7,-105.2,298.72,69,75,2.57,MX,1706661506
339,sandnessjoen,66.0217,12.6316,276.44,97,100,17.39,NO,1706661506
340,port alfred,-33.5906,26.891,294.92,93,100,2.17,ZA,1706661506
341,murun-kuren,49.6342,100.1625,246.91,96,22,0.73,MN,1706661506
342,raymondville,26.4815,-97.7831,293.21,58,100,4.16,US,1706661506
343,broken hill,-31.95,141.4333,298.33,29,0,8.15,AU,1706661221
344,shimoda,34.6667,138.95,284.35,65,26,5.92,JP,1706661507
345,northam,51.0333,-4.2167,275.16,90,80,2.99,GB,1706661507
346,cividale del friuli,46.0931,13.4275,279.42,79,99,1.41,IT,1706661507
347,labrador city,52.9463,-66.9114,259.92,46,75,6.69,CA,1706661507
348,kirensk,57.7853,108.1119,232.02,100,49,0.89,RU,1706661507
349,constantia,44.1833,28.65,269.53,79,40,3.53,RO,1706661507
350,waingapu,-9.6567,120.2641,301.84,66,17,1.7,ID,1706661507
351,cabedelo,-6.9811,-34.8339,299.52,73,5,3.86,BR,1706661308
352,quellon,-43.1167,-73.6167,288.76,84,100,2.98,CL,1706661508
353,ponta delgada,37.7333,-25.6667,288.55,82,40,2.57,PT,1706661508
354,nha trang,12.25,109.1833,297.15,84,93,2.0,VN,1706661508
355,nova sintra,14.8667,-24.7167,294.16,63,0,5.09,CV,1706661508
356,tolanaro,-25.0319,46.9987,297.19,88,20,3.09,MG,1706661508
357,mount pearl,47.5166,-52.7813,268.13,83,100,8.23,CA,1706661508
358,buka,40.8108,69.1986,273.55,94,100,2.18,UZ,1706661508
359,swan hill,-35.3378,143.5544,298.22,21,0,6.39,AU,1706661509
360,djenne,13.9061,-4.5533,295.8,15,100,4.18,ML,1706661509
361,viale,-31.8678,-60.0072,300.27,36,0,1.36,AR,1706661509
362,ulaangom,49.9811,92.0667,242.27,98,100,0.25,MN,1706661509
363,geraldton,-28.7667,114.6,309.38,24,0,1.54,AU,1706661509
364,topolobampo,25.6,-109.05,299.1,41,100,3.6,MX,1706661509
365,rasskazovo,52.6714,41.9033,269.01,99,100,1.53,RU,1706661509
366,tindouf,27.6711,-8.1474,287.4,28,0,2.06,DZ,1706661510
367,kokoda,-8.8785,147.7407,305.4,59,82,1.12,PG,1706661510
368,mariental,-24.6333,17.9667,298.24,51,2,5.49,NA,1706661510
369,egilsstadir,65.2653,-14.3948,272.1,69,75,4.12,IS,1706661510
370,urengoy,65.9667,78.3667,250.31,96,13,4.99,RU,1706661510
371,magadan,59.5667,150.8,248.44,79,5,2.49,RU,1706661510
372,el aioun,34.5832,-2.5061,283.14,88,12,1.87,MA,1706661510
373,cabo san lucas,22.8909,-109.9124,299.05,53,100,5.66,MX,1706661303
374,yorkton,51.2167,-102.4677,278.06,75,0,6.17,CA,1706661511
375,crane,31.3974,-102.3501,289.44,35,66,2.71,US,1706661511
376,hawaiian paradise park,19.5933,-154.9731,302.06,76,20,3.6,US,1706661511
377,kirakira,-10.4544,161.9205,300.69,83,100,5.03,SB,1706661511
378,gadzhiyevo,69.2551,33.3362,275.42,78,100,13.38,RU,1706661511
379,deqen,29.9618,90.7188,263.32,83,9,0.67,CN,1706661511
380,okhotsk,59.3833,143.3,252.96,79,71,4.89,RU,1706661512
381,robertsport,6.7533,-11.3686,300.58,84,59,3.42,LR,1706661512
382,arraial do cabo,-22.9661,-42.0278,298.13,94,40,1.03,BR,1706661512
383,ust'-ilimsk,58.0006,102.6619,238.95,100,15,1.34,RU,1706661512
384,remire-montjoly,4.9167,-52.2667,300.17,89,75,2.06,GF,1706661378
385,cadale,2.7603,46.3222,298.38,79,53,6.87,SO,1706661512
386,flying fish cove,-10.4217,105.6791,298.97,94,100,0.51,CX,1706661512
387,tchintabaraden,15.8969,5.7985,290.49,26,0,6.08,NE,1706661512
388,koulamoutou,-1.1303,12.4736,296.58,91,100,0.35,GA,1706661513
389,yuzhno-kurilsk,44.0306,145.8556,271.14,71,100,0.69,RU,1706661513
390,nuuk,64.1835,-51.7216,263.49,44,75,12.35,GL,1706661513
391,kedainiai,55.2883,23.9747,273.41,84,100,3.41,LT,1706661513
392,winslow,35.0242,-110.6974,287.25,38,0,2.06,US,1706661513
393,beloyarskiy,63.7119,66.6722,258.15,93,100,4.02,RU,1706661513
394,christchurch,-43.5333,172.6333,296.19,61,0,10.29,NZ,1706661513
395,mudanya,40.3753,28.8822,277.93,80,94,6.11,TR,1706661514
396,nogliki,51.8333,143.1667,253.34,93,65,3.13,RU,1706661514
397,dawei,14.0833,98.2,296.46,82,6,1.42,MM,1706661514
398,brookings,44.3114,-96.7984,277.15,87,0,3.09,US,1706661247
399,yigo village,13.5361,144.8886,300.78,60,0,9.77,GU,1706661514
400,valga,57.7778,26.0473,272.59,93,100,2.08,EE,1706661514
401,vokhtoga,58.8147,41.0461,265.28,93,62,2.26,RU,1706661514
402,erenhot,43.6475,111.9767,251.41,95,6,2.1,CN,1706661515
403,jimenez,28.3333,-105.4,292.74,22,93,1.81,MX,1706661515
404,dakhla,23.6848,-15.958,292.39,56,0,5.07,EH,1706661515
405,sungai raya,0.7,108.9,298.66,89,100,1.64,ID,1706661243
406,copala,16.65,-98.9833,298.51,83,99,1.37,MX,1706661515
407,opuwo,-18.0607,13.84,296.37,65,100,0.21,NA,1706661515
408,likiep,9.8251,169.3107,299.52,77,100,9.02,MH,1706661516
409,tutoia,-2.7619,-42.2744,300.43,84,26,5.04,BR,1706661516
410,red hill,33.9996,-79.2581,284.25,40,75,3.77,US,1706661516
411,lubango,-14.9172,13.4925,291.07,88,20,2.57,AO,1706661516
412,missoula,47.0166,-113.8009,274.18,81,83,1.34,US,1706660843
413,dabhoi,22.1833,73.4333,290.11,46,100,0.07,IN,1706661516
414,novyy urengoy,66.0833,76.6333,250.54,96,30,6.35,RU,1706661516
415,kruisfontein,-34.0033,24.7314,291.97,84,100,2.52,ZA,1706661516
416,minas de marcona,-15.2119,-75.1103,292.17,81,100,5.26,PE,1706661517
417,pomichna,48.2422,31.4158,272.48,70,21,2.33,UA,1706661517
418,joypur hat,25.0943,89.0217,288.06,54,0,2.16,BD,1706661517
419,callao,-12.0667,-77.15,299.31,69,100,4.63,PE,1706661517
420,kittila,67.6647,24.8936,273.23,74,0,5.66,FI,1706661517
421,queenstown,-31.8976,26.8753,292.34,93,100,0.72,ZA,1706661517
422,utrik,11.2278,169.8474,299.29,75,100,8.02,MH,1706661517
423,salinas,36.6777,-121.6555,290.6,81,0,4.63,US,1706661461
424,ubinskoye,55.3068,79.6802,254.69,97,100,3.11,RU,1706661518
425,jiuquan,39.7432,98.5174,266.34,47,100,1.77,CN,1706661518
426,aberdeen,57.1437,-2.0981,278.82,82,75,4.63,GB,1706661449
427,dergachi,51.2328,48.7659,268.15,90,32,4.8,RU,1706661518
428,abalak,58.1286,68.5944,257.79,97,100,3.47,RU,1706661518
429,mount gambier,-37.8333,140.7667,294.43,48,0,4.04,AU,1706661518
430,silver city,32.7701,-108.2803,286.13,45,0,2.06,US,1706661518
431,raduzhny,62.0961,77.475,250.38,98,83,4.07,RU,1706661518
432,mana,5.6592,-53.7767,298.82,86,22,4.17,GF,1706661519
433,gao,16.6362,1.637,291.21,18,50,5.63,ML,1706661519
434,onguday,50.75,86.15,258.35,92,100,1.26,RU,1706661519
435,la jolla,32.8473,-117.2742,296.47,62,40,3.09,US,1706661519
436,ngerengere,-6.75,38.1167,295.92,98,99,1.68,TZ,1706661519
437,nemuro,43.3236,145.575,270.91,65,100,2.42,JP,1706661519
438,washington,47.5001,-120.5015,279.03,94,100,1.22,US,1706661506
439,fisterra,42.9049,-9.2629,283.16,77,100,2.58,ES,1706661520
440,nagqu,31.5,92.0,260.82,53,100,1.69,CN,1706661520
441,wanxian,30.8039,108.3897,283.65,77,100,0.74,CN,1706661520
442,mumbwa,-14.9783,27.0619,290.69,94,3,1.75,ZM,1706661520
443,besuki,-7.7338,113.6979,300.7,82,37,0.49,ID,1706661520
444,majagual,8.5389,-74.6204,301.46,67,19,1.96,CO,1706661520
445,san blas,21.5167,-105.2667,304.09,75,100,2.93,MX,1706661520
446,mejit,10.2753,170.8646,299.58,80,100,8.82,MH,1706661520
447,columbus,39.9612,-82.9988,275.55,96,100,1.54,US,1706661253
448,miandrivazo,-19.5167,45.4667,297.13,87,100,2.77,MG,1706661521
449,altai,46.3722,96.2583,255.93,58,100,0.87,MN,1706661521
450,vredendal,-31.6683,18.5012,292.48,75,67,1.2,ZA,1706661521
451,roshal',55.6685,39.8749,260.84,100,92,0.92,RU,1706661521
452,heidelberg,-26.5048,28.3592,292.01,91,11,2.55,ZA,1706661521
453,la ronge,55.1001,-105.2842,281.29,61,20,3.6,CA,1706661522
454,fort bragg,35.139,-79.006,281.99,71,100,0.0,US,1706661522
455,shiloh,38.5614,-89.8973,277.77,80,100,6.69,US,1706661522
456,veraval,20.9,70.3667,293.54,78,99,4.48,IN,1706661522
457,slave lake,55.2834,-114.769,283.14,34,0,10.8,CA,1706661522
458,roma,43.2128,-75.4557,272.57,88,100,3.09,US,1706661345
459,villa de cos,23.2833,-102.35,291.08,22,100,3.82,MX,1706661522
460,pisco,-13.7,-76.2167,297.18,78,0,8.75,PE,1706661270
461,brisas de zicatela,15.8369,-97.0419,301.44,69,20,2.06,MX,1706661523
462,collie,-33.3667,116.15,305.64,23,0,3.04,AU,1706661523
463,wellington,-41.2866,174.7756,293.74,73,100,6.17,NZ,1706661509
464,peniche,39.3558,-9.3811,288.67,85,100,4.04,PT,1706661523
465,la libertad,-2.2333,-80.9,298.72,81,100,3.86,EC,1706661523
466,tarancon,40.0085,-3.0073,280.11,78,0,2.39,ES,1706661323
467,rawlins,41.7911,-107.2387,279.09,56,0,3.6,US,1706661523
468,sur,22.5667,59.5289,295.94,77,100,1.69,OM,1706661523
469,standerton,-26.9337,29.2415,289.05,95,11,2.97,ZA,1706661524
470,stephenville,32.2207,-98.2023,291.15,50,2,0.35,US,1706661524
471,ocean shores,46.9737,-124.1563,287.75,87,75,4.12,US,1706661524
472,akobo,7.4344,3.9497,299.9,78,23,1.03,NG,1706661524
473,igarka,67.4667,86.5833,250.95,80,100,7.17,RU,1706661524
474,bichena,10.45,38.2,288.57,60,97,1.1,ET,1706661524
475,diplo,24.4667,69.584,292.6,86,100,3.43,PK,1706661524
476,saudarkrokur,65.7461,-19.6394,268.81,84,100,5.6,IS,1706661524
477,alzamay,55.5562,98.6644,238.34,100,14,1.59,RU,1706661525
478,saint-philippe,-21.3585,55.7679,299.92,84,47,3.89,RE,1706661525
479,goure,13.9835,10.2704,290.88,21,77,5.12,NE,1706661525
480,ardakan,32.31,54.0175,278.4,38,67,4.68,IR,1706661525
481,yeppoon,-23.1333,150.7333,303.03,60,45,3.61,AU,1706661525
482,itaituba,-4.2761,-55.9836,297.75,99,100,0.82,BR,1706661525
483,shibirghan,36.6676,65.7529,276.52,72,41,2.61,AF,1706661525
484,lowestoft,52.4752,1.7516,278.4,89,38,2.66,GB,1706661526
485,orange beach,30.2944,-87.5736,287.08,74,0,2.68,US,1706661526
486,jessheim,60.1415,11.1752,265.14,93,20,1.54,NO,1706661526
487,kazanskoye,55.6448,69.235,251.87,100,99,2.93,RU,1706661526
488,al mutayrifi,25.4788,49.5576,290.34,49,100,1.3,SA,1706661526
489,peshkopi,41.685,20.4289,272.97,54,0,2.44,AL,1706661526
490,doctor arroyo,23.6667,-100.1833,288.99,45,100,3.22,MX,1706661526
491,ulysses,37.5814,-101.3552,287.17,44,0,2.57,US,1706661527
492,along,28.1667,94.7667,282.94,94,98,0.7,IN,1706661527
493,macapa,0.0389,-51.0664,300.14,89,0,2.57,BR,1706661527
494,saint-denis,48.9167,2.3333,281.56,73,100,3.09,FR,1706661527
495,araguaina,-7.1911,-48.2072,297.34,88,96,0.9,BR,1706661527
496,heunghae,36.1125,129.3522,280.11,66,81,1.82,KR,1706661527
497,mount isa,-20.7333,139.5,299.02,89,100,9.77,AU,1706661527
498,boyolangu,-8.1181,111.8935,300.35,80,16,2.15,ID,1706661527
499,saint-joseph,-21.3667,55.6167,299.36,83,62,4.35,RE,1706661528
500,inhambane,-23.865,35.3833,296.59,87,0,4.24,MZ,1706661528
501,quechultenango,17.4167,-99.2167,295.3,62,100,0.99,MX,1706661528
502,harnosand,62.6323,17.9379,259.15,88,18,2.66,SE,1706661528
503,kovdor,67.5662,30.4758,271.61,78,88,8.47,RU,1706661528
504,el granada,37.5027,-122.4694,292.3,72,0,4.63,US,1706661528
505,edson,53.5835,-116.4356,282.21,29,0,4.12,CA,1706661528
506,antalaha,-14.9003,50.2788,296.95,89,83,2.87,MG,1706661529
507,suntar,62.1444,117.6319,246.3,96,100,2.42,RU,1706661529
508,toliara,-23.35,43.6667,297.43,72,15,5.81,MG,1706661529
509,formosa do rio preto,-11.0483,-45.1931,295.41,85,87,0.03,BR,1706661529
510,batesville,35.7698,-91.641,288.38,38,0,3.09,US,1706661529
511,kavieng,-2.5744,150.7967,302.0,76,100,3.61,PG,1706661529
512,vicam,27.6333,-110.2833,297.41,42,1,2.87,MX,1706661529
513,shinkafi,13.0753,6.5105,292.79,18,4,4.76,NG,1706661529
514,miles city,46.4083,-105.8406,281.69,66,0,2.57,US,1706661530
515,vlore,40.4667,19.4897,278.42,51,0,2.94,AL,1706661530
516,prineville,44.2999,-120.8345,292.54,52,75,4.63,US,1706661304
517,revda,56.801,59.9303,263.4,96,97,2.21,RU,1706661530
518,kazanka,47.8462,32.8218,272.88,72,30,2.21,UA,1706661530
519,batangafo,7.3008,18.2833,294.98,23,97,1.06,CF,1706661530
520,usogorsk,63.4106,48.6872,265.19,97,99,2.97,RU,1706661530
521,weinan,34.5036,109.5089,275.32,82,78,0.95,CN,1706661530
522,sirte,31.2089,16.5887,286.68,63,25,8.01,LY,1706661531
523,plouzane,48.3833,-4.6167,279.18,87,75,1.54,FR,1706661253
524,tres passos,-27.4556,-53.9319,292.81,82,2,1.81,BR,1706661531
525,nizhnevartovsk,60.9344,76.5531,248.16,84,20,5.0,RU,1706661531
526,coyhaique,-45.5752,-72.0662,290.12,59,75,2.57,CL,1706661531
527,tughyl,47.7252,84.2063,256.0,93,89,2.14,KZ,1706661531
528,narasannapeta,18.4167,84.05,292.19,86,7,1.8,IN,1706661531
529,poltavka,54.3663,71.7632,250.97,100,100,2.3,RU,1706661531
530,amga,60.8953,131.9608,241.51,95,100,0.41,RU,1706661532
531,muli,2.9167,73.5667,300.19,81,80,4.41,MV,1706661532
532,prado,-17.3411,-39.2208,298.78,87,100,4.88,BR,1706661532
533,bata,1.8639,9.7658,300.14,87,100,2.2,GQ,1706661532
534,megalopoli,37.4011,22.1422,279.4,81,93,3.28,GR,1706661532
535,ghat,24.9647,10.1728,282.26,50,0,2.48,LY,1706661532
536,polch,50.3,7.3167,280.45,76,86,1.85,DE,1706661532
537,saqqez,36.2499,46.2735,272.79,95,100,1.6,IR,1706661533
538,itamaraca,-7.7478,-34.8256,301.18,73,0,3.1,BR,1706661533
539,nova xavantina,-14.6667,-52.35,298.73,67,17,0.7,BR,1706661533
540,tromso,69.6496,18.957,275.16,87,100,14.4,NO,1706661533
541,pakokku,21.3333,95.1,291.56,58,100,1.06,MM,1706661533
542,thal,35.4791,72.2439,272.43,98,93,2.05,PK,1706661533
543,yulinshi,38.2906,109.7494,268.61,65,100,2.47,CN,1706661533
544,lycksele,64.5954,18.6735,266.72,92,36,0.0,SE,1706661534
545,as sulayyil,20.4607,45.5779,293.29,54,68,2.0,SA,1706661534
546,borogontsy,62.6683,131.1683,233.52,100,47,0.93,RU,1706661534
547,antofagasta,-23.65,-70.4,293.75,81,67,2.08,CL,1706661534
548,fort mcmurray,56.7268,-111.381,282.92,49,75,11.83,CA,1706661534
549,dehdasht,30.7949,50.5646,284.62,69,80,0.87,IR,1706661534
550,tarakan,3.3,117.6333,300.87,83,20,2.57,ID,1706661535
551,colonia menno,-22.3667,-59.8167,301.78,55,37,4.18,PY,1706661535
552,mingyue,43.1069,128.9217,265.13,82,93,4.48,CN,1706661535
553,mil'kovo,55.6078,37.7956,272.42,99,98,1.53,RU,1706661535
554,businga,3.3333,20.8833,297.11,43,100,0.38,CD,1706661535
555,uren',57.4552,45.7852,263.4,96,7,2.51,RU,1706661535
556,yunfu,22.9306,112.0373,291.94,85,100,1.39,CN,1706661535
557,orange walk,17.8333,-88.8333,292.39,76,32,1.17,BZ,1706661261
558,fale old settlement,-9.3852,-171.2468,302.77,68,45,1.89,TK,1706661536
559,newman,37.3138,-121.0208,295.28,75,74,1.34,US,1706661257
560,sarangani,5.4033,125.4636,298.95,86,100,4.42,PH,1706661536
561,krasnovishersk,60.4078,57.082,270.28,95,100,3.89,RU,1706661536
562,skrunda,56.6833,22.0167,275.99,91,100,2.91,LV,1706661536
563,kuanda,56.3161,116.0806,237.82,96,48,0.37,RU,1706661536
564,koshki,54.2091,50.4677,268.02,93,85,4.96,RU,1706661536
565,rongelap,11.1635,166.8941,299.16,73,100,8.52,MH,1706661537
566,griffith,41.5284,-87.4237,277.11,91,100,3.09,US,1706661537
567,abu jibeha,11.4562,31.2285,293.82,16,71,3.94,SD,1706661537
568,saipan,15.1355,145.701,300.54,61,75,8.75,MP,1706661537
569,berezovyy,51.6667,135.7,252.96,72,17,0.41,RU,1706661537
570,north battleford,52.7834,-108.2847,277.2,75,0,5.66,CA,1706661537
571,san juan nepomuceno,9.9516,-75.082,298.39,70,63,3.38,CO,1706661537
572,guaimaca,14.5333,-86.8167,290.43,84,100,1.7,HN,1706661537
573,bridgewater,44.3835,-64.5155,266.97,73,43,2.57,CA,1706661538
574,ghanzi,-21.5667,21.7833,294.07,82,100,3.89,BW,1706661538
575,ouargla,31.9493,5.325,285.19,50,0,3.6,DZ,1706661538
576,ilabaya,-17.4208,-70.5133,294.41,72,17,1.56,PE,1706661538
577,eenhana,-17.4667,16.3333,294.68,51,53,1.71,NA,1706661538
578,duong dong,10.2167,103.9667,299.15,78,40,4.05,VN,1706661538
579,sao gabriel da cachoeira,-0.1303,-67.0892,299.43,83,86,1.14,BR,1706661538
580,las palmas,28.4204,-14.0131,291.59,22,0,3.09,ES,1706661539
581,santa cruz,-17.8,-63.1667,300.85,83,40,4.12,BO,1706661539
582,laguna,38.421,-121.4238,294.48,73,0,4.12,US,1706661539
583,saint-francois,46.4154,3.9054,277.95,93,19,1.03,FR,1706661527
584,zaysan,47.4667,84.8667,256.89,93,81,0.5,KZ,1706661539
585,karmala,18.4167,75.2,293.78,40,34,3.3,IN,1706661539
586,kiunga,-6.1219,141.2906,299.69,92,100,0.74,PG,1706661539
587,puerto armuelles,8.2833,-82.8667,303.14,66,48,1.34,PA,1706661540
588,mahina,-17.5065,-149.489,303.01,74,99,2.58,PF,1706661248
589,kegeyli shahar,42.7767,59.6078,262.2,71,100,4.46,UZ,1706661540
590,port sudan,19.6175,37.2164,293.77,59,99,4.94,SD,1706661540
591,warmbad,-28.45,18.7333,300.04,25,0,3.99,NA,1706661540
592,muisne,0.6,-80.0333,298.69,90,100,2.06,EC,1706661540
